sample-id,depth-1_iter-1,depth-1_iter-2,depth-1_iter-3,depth-1_iter-4,depth-1_iter-5,depth-1_iter-6,depth-1_iter-7,depth-1_iter-8,depth-1_iter-9,depth-1_iter-10,depth-667_iter-1,depth-667_iter-2,depth-667_iter-3,depth-667_iter-4,depth-667_iter-5,depth-667_iter-6,depth-667_iter-7,depth-667_iter-8,depth-667_iter-9,depth-667_iter-10,depth-1334_iter-1,depth-1334_iter-2,depth-1334_iter-3,depth-1334_iter-4,depth-1334_iter-5,depth-1334_iter-6,depth-1334_iter-7,depth-1334_iter-8,depth-1334_iter-9,depth-1334_iter-10,depth-2000_iter-1,depth-2000_iter-2,depth-2000_iter-3,depth-2000_iter-4,depth-2000_iter-5,depth-2000_iter-6,depth-2000_iter-7,depth-2000_iter-8,depth-2000_iter-9,depth-2000_iter-10,depth-2667_iter-1,depth-2667_iter-2,depth-2667_iter-3,depth-2667_iter-4,depth-2667_iter-5,depth-2667_iter-6,depth-2667_iter-7,depth-2667_iter-8,depth-2667_iter-9,depth-2667_iter-10,depth-3333_iter-1,depth-3333_iter-2,depth-3333_iter-3,depth-3333_iter-4,depth-3333_iter-5,depth-3333_iter-6,depth-3333_iter-7,depth-3333_iter-8,depth-3333_iter-9,depth-3333_iter-10,depth-4000_iter-1,depth-4000_iter-2,depth-4000_iter-3,depth-4000_iter-4,depth-4000_iter-5,depth-4000_iter-6,depth-4000_iter-7,depth-4000_iter-8,depth-4000_iter-9,depth-4000_iter-10,depth-4666_iter-1,depth-4666_iter-2,depth-4666_iter-3,depth-4666_iter-4,depth-4666_iter-5,depth-4666_iter-6,depth-4666_iter-7,depth-4666_iter-8,depth-4666_iter-9,depth-4666_iter-10,depth-5333_iter-1,depth-5333_iter-2,depth-5333_iter-3,depth-5333_iter-4,depth-5333_iter-5,depth-5333_iter-6,depth-5333_iter-7,depth-5333_iter-8,depth-5333_iter-9,depth-5333_iter-10,depth-6000_iter-1,depth-6000_iter-2,depth-6000_iter-3,depth-6000_iter-4,depth-6000_iter-5,depth-6000_iter-6,depth-6000_iter-7,depth-6000_iter-8,depth-6000_iter-9,depth-6000_iter-10,sequencing-run,sample-type,treatment-group,subject-id,administration-route,gender
0bb5e24a.aa34.48e7.b1f9.e761ac2dc6b4,1.278692373982478,1.587817238399217,1.610427947691489,1.27153662544771,1.278692373982478,1.278692373982478,1.278692373982478,1.278692373982478,1.494666574499417,1.337891979829798,8.287584969020399,8.212665272335892,8.410223848164964,7.895761100562209,8.012100723565688,9.010695958778363,7.650451467297408,8.586860231827686,8.371149200535994,8.539617864492422,9.594716524308648,9.441083102922867,9.654071705851685,9.479326550383464,9.348485619173456,9.98503703314833,9.682650362729708,10.40806218275582,9.82002129657697,9.701685254928067,10.31392574209502,10.10555206709443,10.20564123259879,9.964638826017218,10.30530520567452,9.748076285403442,10.04099107758855,10.44188802169418,10.36957106407994,9.709050900249572,10.65286053138447,10.31774402752541,9.922109708235547,10.61716100512437,10.51495283229058,10.36070617317364,10.4590299263761,10.65286053138447,9.924905340919612,10.51495283229058,10.54945118019139,10.65286053138447,10.36278086601418,10.46105193071901,10.65286053138447,10.14440042878163,10.65286053138447,10.6020232234606,10.36278086601418,10.54945118019139,10.54945118019139,10.65286053138446,10.30812527265992,10.65286053138446,10.1826784231573,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.36278086601418,10.36278086601417,10.51495283229057,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,10.65286053138446,run-1,swab,treatment,B101,Oral,m
101c02ce.4f8d.4394.83a3.0c406831d934,1.587817238399217,1.577563171030412,1.595030806248466,1.585158455063318,1.627485304704055,1.278692373982478,1.595147029473294,1.354252700196454,1.50664688308603,1.321873855998198,8.461606805065689,8.619208794928348,7.207533492683506,8.03336360082461,8.016679294283694,7.320764066894609,7.407125794076073,7.860451756799275,8.433329204350631,8.608121683154716,8.353287885959151,8.761983836765172,9.300105729591262,9.059765641365122,8.850690917696845,8.517885702381072,8.59349684710913,8.62874765788143,9.009208301090949,9.005844553452146,9.224602058515114,8.578531823404413,9.172069139519326,8.941046404660991,8.834769706005932,9.699008714270668,9.417407026965332,9.360909091293973,9.691726943096429,9.210322413823338,9.65131584203019,9.399585630264294,9.691726943096429,9.691418584299164,9.763840798494956,9.65760842079445,9.339865268659008,9.506126366762064,9.475873790788896,9.74683312719836,9.496299110559368,9.490127174978037,9.5676935702472,9.836916418364552,9.836916418364552,9.836916418364552,9.6529675747469,9.65131584203019,9.439343325656727,9.64667499098264,9.836916418364552,9.836916418364552,9.832275572317,9.67468898670896,9.836916418364552,9.691726943096423,9.691726943096423,9.74683313219836,9.657608420794448,9.836916418364552,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.69172694309642,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,9.836916418364543,run-1,swab,treatment,B103,Rectal,f
104e5902.1c3e.417f.bb22.124bfca61a61,1.284688124310886,1.278692373982478,1.418342526512999,1.610427947691489,1.295372325903584,1.594653649300875,1.278692373982478,1.5875862717441,1.27153662544771,1.278692373982478,10.10886595193611,8.141935085850447,9.123890491640807,8.569472651981732,8.89790757335904,10.33703035824519,7.779220308728556,8.408506574431117,9.25469201401896,9.118001804256911,11.35674801184713,10.92715159141268,9.63131897964654,9.124613366218236,10.540197437874,10.85850094712839,11.229690169967,11.15308542449059,11.08999246033529,9.901430517352528,10.26149066901893,10.1278371356185,11.95323126859625,11.59979156886595,10.06917408544007,12.17834822573358,11.86077995869459,9.927564684463617,11.77833579134203,11.81443796741558,12.05568459131642,10.4817446234159,9.919664882064357,10.20334690962805,11.38094698458362,11.69004858208843,11.90680061482021,12.01474491614976,11.97689301164257,12.27406502854897,12.2229905518809,12.27406502854897,12.04718593289032,12.27406502854897,12.27406502854897,12.18398440782799,10.09385146623725,11.73592764551188,12.05568459131642,12.18702956222005,12.27406502854897,12.27406502854897,12.2297472304479,12.27406502854897,12.26556637012287,12.24162401180842,12.24162401180842,12.2439101763524,12.26556637012287,12.27406502854897,12.27406502854897,12.05568459131642,12.27406502854897,12.27406502854897,12.26556637012287,12.27406502854897,12.26556637012287,12.26556637012287,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.26556637012287,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,12.27406502854897,run-1,swab,treatment,B101,Oral,m
11c4be47.fdce.4135.8acf.0894f2da5ede,1.271146616875042,1.271146616875042,1.300422677636265,1.271146616875042,1.595030806248466,1.271146616875042,1.271146616875042,1.271146616875042,1.271146616875042,1.271146616875042,5.71065654416368,5.859037508692449,5.468288262756817,6.038850211386155,5.688111871809465,5.899366182069301,5.722081995249434,5.818512716560271,6.124622890573512,5.957970519409642,6.188918513917791,6.236790819765497,6.328906187871629,6.15813857803257,6.413901118523329,6.321785750417195,6.181798076463359,6.321785750417195,6.328906187871629,6.181798076463359,6.413901118523329,6.413901118523329,6.413901118523329,6.301733189331346,6.413901118523329,6.321785750417195,6.413901118523329,6.413901118523329,6.413901118523329,6.301733189331346,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,6.413901118523327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,run-1,swab,treatment,B105,Oral,m
11c70d46.e0a4.4797.ad7b.3677fe93d73b,1.353522024338523,1.353522024338523,1.353522024338523,1.602882131788456,1.602882131788456,1.353522024338523,1.602882131788456,1.353522024338523,1.278692373982478,1.602882131788456,5.228940090663833,4.868135080187172,3.988643108615559,4.971401134852723,4.84950422295576,5.229731935813149,5.186749889607178,4.580499712469624,5.168318399494616,5.12547745715116,5.252504886631911,5.91429625273649,5.891454010650921,5.665823761236133,5.753865508446138,5.673958512449966,5.735105165020501,5.438553421865036,5.219895412595728,5.128977711525336,6.062967095950949,6.134120229127216,6.062967095950949,6.062967095950949,5.487817614300504,6.062967095950949,5.745111645626233,6.038632118936839,5.825018641622405,6.062967095950949,5.745111645626233,5.745111645626233,6.134120229127216,6.062967095950949,6.134120229127216,5.673958512449966,6.134120229127216,5.745111645626233,5.617290375372063,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,5.745111645626233,6.062967095950949,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,6.134120229127216,,,,,,,,,,,,,,,,,,,,,run-1,swab,treatment,B105,Oral,m
11f3f37a.3698.4031.8183.75f6f2c6c04c,1.603133335465023,1.603133335465023,1.432965199806457,1.603133335465023,1.345747243780521,1.432965199806457,1.595147029473294,1.603133335465023,1.501527409290353,1.603133335465023,10.2782669666608,10.08250197074622,9.555301090560484,10.12775485227833,10.1129120163073,10.0649533775194,9.915080404576203,9.700821752685563,8.97554265526369,9.696086393229171,10.46804131221963,10.46966541700761,10.43694760146087,10.49324993046697,10.41314172526707,10.60163965637561,10.60163965637561,10.60163965637561,10.48374121976901,10.5421342539217,10.56594013011551,10.60163965637561,10.60163965637561,10.60163965637561,10.60163965637561,10.60163965637561,10.60163965637561,10.60163965637561,10.60163965637561,10.56594013011551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,run-1,stool,treatment,B101,Oral,m
124dc1db.9029.41c6.afff.b73a692e19b1,1.627485304704055,1.418342526512999,1.602882131788456,1.587817238399217,1.603133335465023,1.587817238399217,1.418342526512999,1.418342526512999,1.5875862717441,1.749877650046179,9.368227376071957,8.99818343555138,9.426093830662063,9.60497517867396,9.33825743762918,9.888546182419242,9.354725758357851,9.948157050948687,9.79551647775738,9.307606780958851,9.863433872849088,9.999357409465736,10.10036934369025,9.899483504052222,9.987312742665088,10.12788831492547,10.23345384936441,9.789059450883755,10.12788831492547,10.18732479556245,10.23345384936441,10.23345384936441,9.924916415753724,10.23345384936441,10.23345384936441,10.23345384936441,10.07909869964827,10.23345384936441,9.906029013019394,10.23345384936441,10.12788831492547,10.07909869964827,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,10.23345384936441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,run-1,stool,treatment,B103,Rectal,f
15129220.6eda.44ad.9511.be0f6e027f5d,1.305633285769651,1.278692373982478,1.313121424399977,1.278692373982478,1.587210914218917,1.278692373982478,1.278692373982478,1.594653649300875,1.278692373982478,1.631346743309328,9.704322758028296,9.345090805798842,8.90758722336273,9.508384726328249,9.758241232626697,8.811213514741318,9.14543764133368,9.175753364061164,8.24564571033383,8.992787626569985,9.519615189458529,10.84480773321778,9.6876260853628,10.0189787543296,10.23278204488659,10.11299391433225,10.16750429832125,10.34728160527389,10.03610355354715,10.88769070796643,10.42860180178046,10.81848647880928,10.76131828496102,9.834097649256982,10.36369824691289,10.78859116361796,11.00964375146519,10.21989627907838,11.03312860257657,10.76131829496102,10.37571043430441,10.6721403146112,10.9787472195757,10.81161824302482,10.2490113324378,10.86672114362674,10.07113689979978,10.51936477181821,11.36655061449349,10.52913574587528,10.57108504397994,11.31068617539214,11.12286689448595,11.06550819056654,11.36655061449349,11.18095003815913,10.92567199529814,11.36655061449349,11.10591928163277,10.76851965989411,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655060449349,11.36655061449349,11.36655061449349,11.2511087669009,11.36655061449349,11.36655061449349,11.18095003815912,10.84344659130513,11.2511087669009,11.36655061449349,11.36655061449349,11.36655061449349,11.09418906716829,10.57108504397993,11.36655061449349,10.84344659130513,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,11.36655061449349,run-1,swab,treatment,B109,Rectal,m
17f96e8a.dc68.4aef.98db.8aaaab702e33,1.426548134703067,1.426548134703067,1.292660234251449,1.334060374181718,1.373686444769763,1.338229793100465,1.292660234251449,1.121468362741833,1.253192964696715,1.38193080985666,8.540922434513407,9.153014610843414,9.079602326985368,8.827283601010558,8.879386347040453,8.395742600663395,9.790716059735749,8.476631931694564,8.905424573670091,8.726379822318512,10.07353290838806,9.776868585661632,10.35144100494368,9.334780385096629,10.19418833269303,9.999222612981995,9.860611737526872,9.84780433360293,10.42346651378464,9.929538251408689,10.22384108560656,10.54106009871024,10.47783546677236,10.00899832525907,10.07322779652468,10.54106009871024,10.47652551058125,10.54106009871024,10.36968416340094,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.42346651378464,10.34480162177491,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.47652551058125,10.54106009871024,10.22384108560656,10.54106009871024,10.22384108560656,10.54106009871024,10.54106009871024,10.22384108560656,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,10.54106009871024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,run-1,swab,treatment,B107,Oral,m
183645ce.cacd.4744.8440.de4eb377dfea,1.395979445251785,1.300422677636265,1.587817238399217,1.300422677636265,1.5875862717441,1.319924736738865,1.441009076655571,1.441009076655571,1.300422677636265,1.5875862717441,8.642405160533281,9.65236386416866,10.03479042939755,9.133659811672342,9.777105248369375,10.10829326396833,10.08139232468006,9.251904824090056,10.45534194803248,9.38835123394882,10.61817360268343,10.53156891198494,11.17451684130832,10.84688849120186,10.87224695599183,10.38928107219293,10.17604391441466,10.80772672025959,11.43780275351484,10.87416079476712,11.38461295432527,10.97838958049429,11.27227996312318,11.12993852025134,11.22509508310933,11.25858979648215,11.41127971011329,11.66844967437092,11.14328243490785,11.22907000187449,11.41069565944369,11.45179462029486,11.55903670295257,11.71232213404025,11.51651618850773,11.29670236211265,11.10965323551673,11.71232213404025,11.22509508310933,11.47085712860454,10.74881072318417,11.71232213404025,11.71232213404025,11.46561663142521,11.46076266816122,11.42632449766857,11.46561663142521,11.71232213404025,11.67303000028361,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.52672155770588,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,11.71232213404025,,,,,,,,,,,run-1,swab,treatment,B109,Rectal,m
